5.317680019316068513e-02,-1.939201372326254946e-01,-3.643830917172748846e-02,-3.595544984202193178e-02,3.331183503768012089e-02
5.651311942756934853e-02,-2.020402258146617447e-01,-3.690353995549745802e-02,-2.734054602499011791e-02,3.385816732494203313e-02
5.204227850904712127e-02,-2.020935690709851906e-01,-4.269388592569643703e-02,-2.674276055102022681e-02,3.679229491023176812e-02
4.315733327365064986e-02,-2.031639732341382343e-01,-3.973174463452296135e-02,-1.756432420938956393e-02,3.898295421482046719e-02
2.195036000993792757e-02,-2.028224068885092768e-01,-2.473087277857867819e-02,-9.614815389423445394e-03,4.274882702096501758e-02
-7.038849679378782198e-03,-2.053814628369553252e-01,-8.787204604980940192e-03,-3.617237051744198913e-03,5.006127096024394485e-02
-1.987131607030028987e-02,-2.033210220528920142e-01,1.236909545719223728e-03,-2.375352374323488718e-03,4.941474894345961044e-02
-3.888721163644220935e-02,-1.922723864191616117e-01,1.187743071733271885e-02,-2.880136924226453510e-02,4.888999603960293705e-02
-5.139148616585097890e-02,-1.772027629222772682e-01,1.609214259695242177e-02,-4.832092605687773185e-02,4.577139818003023858e-02
-6.097905888160433385e-02,-1.732766798695180022e-01,2.300836532180015187e-02,-4.746196696508831608e-02,4.407928444534177370e-02
-7.234674662181968252e-02,-1.629827099686450842e-01,3.145472882570874568e-02,-5.785048648194063975e-02,4.082016996862967290e-02
-7.473080593360507951e-02,-1.496034092710394336e-01,3.608003882000247742e-02,-6.332693067701306022e-02,3.191914846004122869e-02
-8.027963348830699508e-02,-1.356493110846972439e-01,3.788888442934820050e-02,-6.768191617000447746e-02,2.279958329430630676e-02
-8.454308829393936131e-02,-1.275152416012054202e-01,4.455861108624141476e-02,-7.007703162222027327e-02,1.968744766671059673e-02
-9.386554788939578675e-02,-1.238154203037599432e-01,4.783145217284780204e-02,-6.762915506859894232e-02,1.748035828347913739e-02
-1.020133553009132388e-01,-1.211651987516963458e-01,5.295040439869435483e-02,-6.517979425764902635e-02,1.674682143654459415e-02
-1.091430154905234373e-01,-1.196421103021060028e-01,6.047476866033894838e-02,-5.680668400209798463e-02,1.901519969603836582e-02
9.419508835445428163e-02,-1.321421075969407555e-01,-5.588165790409024836e-02,-3.879259056851295379e-02,-1.093429833050888617e-02
